名次,战队,KDA,场均击杀,场均死亡,每分钟伤害,一血率,场均时长,场均经济,每分钟经济,每分钟补刀,场均小龙,小龙控制率,场均大龙,大龙控制率,每分钟插眼,每分钟排眼,排眼效率,场均推塔数,场均被推塔数,year,Season
1, C9, 3.7, 9.3, 9.6, 2237, 45.5%, 33:51, 61622, 1819, 32.10, 1.5, 50.0%, 0.6, 43.8%, 3.42, 1.24, 35.8%, 5.8, 6.3, 2017, 2017全球总决赛
2, FNC, 3.0, 9.8, 10.5, 1938, 66.7%, 37:29, 68499, 1826, 31.52, 2.0, 52.2%, 0.8, 45.5%, 3.50, 1.11, 30.7%, 6.4, 7.2, 2017, 2017全球总决赛
3, SKT, 3.6, 8.9, 9.2, 1741, 52.6%, 35:22, 64891, 1834, 32.62, 2.1, 58.2%, 0.6, 40.7%, 3.53, 1.34, 36.1%, 6.6, 6.2, 2017, 2017全球总决赛
4, EDG, 5.2, 12.3, 8.8, 2094, 66.7%, 39:6, 72684, 1858, 30.80, 2.2, 56.5%, 0.8, 41.7%, 3.68, 1.41, 41.2%, 7.3, 6.5, 2017, 2017全球总决赛
5, AHQ, 2.5, 5.7, 8.7, 1672, 66.7%, 35:10, 60123, 1709, 31.36, 1.2, 38.9%, 0.7, 57.1%, 3.23, 1.39, 39.1%, 4.3, 8.0, 2017, 2017全球总决赛
6, GEN, 5.6, 10.1, 7.1, 2008, 43.8%, 34:58, 67399, 1927, 33.97, 1.9, 56.4%, 1.0, 69.6%, 3.87, 1.56, 43.9%, 8.5, 3.4, 2017, 2017全球总决赛
7, RNG, 5.4, 10.5, 7.3, 1919, 33.3%, 36:26, 67955, 1864, 32.36, 1.6, 42.9%, 0.9, 60.9%, 3.48, 1.36, 39.0%, 7.1, 5.7, 2017, 2017全球总决赛
8, FW, 2.8, 7.2, 9.7, 1857, 83.3%, 37:36, 65074, 1730, 31.04, 1.8, 52.4%, 0.7, 33.3%, 3.68, 1.27, 35.7%, 5.3, 7.8, 2017, 2017全球总决赛
9, G2, 4.3, 9.3, 7.8, 2170, 100.0%, 38:1, 70373, 1850, 33.04, 2.2, 56.5%, 0.7, 44.4%, 3.35, 1.31, 37.0%, 5.5, 6.7, 2017, 2017全球总决赛
10, WE, 4.3, 9.5, 8.0, 1992, 40.0%, 32:45, 60417, 1844, 31.18, 1.3, 43.2%, 0.9, 63.6%, 3.47, 1.32, 36.9%, 6.5, 5.1, 2017, 2017全球总决赛
11, TSM, 2.4, 7.0, 11.3, 2037, 0.0%, 36:6, 63570, 1760, 31.14, 2.1, 60.0%, 1.0, 58.3%, 3.27, 1.28, 36.2%, 5.3, 8.0, 2017, 2017全球总决赛
12, KZ, 4.8, 12.7, 10.1, 2045, 66.7%, 34:53, 66392, 1903, 32.61, 2.3, 70.0%, 0.7, 50.0%, 3.84, 1.32, 36.5%, 6.8, 5.3, 2017, 2017全球总决赛
13, IMT, 2.7, 8.4, 10.9, 1937, 42.9%, 38:27, 68038, 1769, 31.11, 1.6, 37.9%, 0.7, 41.7%, 3.69, 1.27, 35.8%, 5.1, 8.6, 2017, 2017全球总决赛
14, MSF, 3.9, 9.5, 8.9, 1812, 50.0%, 36:48, 65756, 1786, 31.77, 1.7, 45.5%, 0.8, 47.4%, 3.96, 1.41, 38.6%, 6.6, 6.2, 2017, 2017全球总决赛
15, FB, 1.2, 4.8, 13.0, 1929, 50.0%, 38:31, 64889, 1684, 32.48, 1.5, 39.1%, 0.7, 44.4%, 3.40, 1.40, 39.3%, 3.5, 9.5, 2017, 2017全球总决赛
1, C9, 9.3, 13.7, 5.4, 2140, 57.1%, 31:29, 62884, 1997, 31.41, 2.4, 81.0%, 1.3, 90.0%, 3.34, 1.34, 40.5%, 9.0, 2.7, 2017, 2017全球总决赛入围赛
2, GMB, 0.6, 5.5, 23.5, 1558, 75.0%, 30:22, 47317, 1557, 29.14, 0.8, 27.3%, 0.2, 20.0%, 3.54, 1.10, 32.2%, 1.8, 9.8, 2017, 2017全球总决赛入围赛
3, FNC, 8.5, 12.0, 5.3, 1927, 57.1%, 33:31, 64760, 1932, 31.33, 1.9, 65.0%, 1.3, 81.8%, 3.58, 1.25, 35.7%, 9.1, 3.4, 2017, 2017全球总决赛入围赛
4, HKA, 3.1, 9.2, 10.9, 1898, 62.5%, 36:42, 65538, 1785, 32.67, 1.9, 55.6%, 0.5, 36.4%, 3.38, 1.33, 39.6%, 5.4, 6.5, 2017, 2017全球总决赛入围赛
5, WE, 7.0, 17.0, 8.0, 2247, 14.3%, 32:0, 64374, 2010, 30.01, 1.6, 57.9%, 1.6, 91.7%, 3.34, 1.26, 34.9%, 9.1, 3.9, 2017, 2017全球总决赛入围赛
6, PGM, 1.0, 3.8, 12.2, 1234, 25.0%, 28:38, 44553, 1556, 30.77, 0.5, 20.0%, 0.0, 0.0%, 3.04, 0.99, 31.7%, 1.5, 9.5, 2017, 2017全球总决赛入围赛
7, R7, 4.1, 10.0, 9.4, 2096, 71.4%, 38:35, 65150, 1688, 29.99, 1.9, 48.1%, 0.4, 23.1%, 3.52, 1.38, 39.6%, 5.9, 6.9, 2017, 2017全球总决赛入围赛
8, KLG, 1.9, 5.5, 11.0, 1612, 25.0%, 30:8, 49252, 1634, 29.98, 0.5, 20.0%, 0.5, 40.0%, 3.38, 0.98, 27.9%, 3.8, 8.5, 2017, 2017全球总决赛入围赛
9, DW, 2.7, 11.2, 14.6, 1942, 60.0%, 29:12, 52079, 1783, 31.46, 1.0, 35.7%, 0.4, 28.6%, 3.17, 1.05, 31.9%, 4.0, 7.8, 2017, 2017全球总决赛入围赛
10, FB, 5.0, 13.7, 10.2, 2064, 22.2%, 37:56, 72654, 1914, 32.14, 1.4, 40.6%, 1.1, 66.7%, 3.33, 1.29, 38.5%, 8.6, 5.1, 2017, 2017全球总决赛入围赛
11, YG(VN), 2.9, 8.1, 9.3, 1679, 71.4%, 33:54, 60414, 1782, 32.79, 1.6, 57.9%, 0.4, 23.1%, 3.87, 1.41, 39.6%, 6.7, 7.3, 2017, 2017全球总决赛入围赛
1, KDM, 4.3, 5.7, 5.3, 1461, 28.6%, 40:7, 72509, 1807, 33.52, 1.4, 43.5%, 1.1, 66.7%, 3.99, 1.77, 43.1%, 6.6, 6.4, 2017, 2018LCK春季升降级赛
2, CJE, 3.3, 8.4, 9.4, 1697, 37.5%, 38:35, 65495, 1697, 31.33, 0.8, 25.0%, 0.8, 54.5%, 3.72, 1.86, 45.5%, 4.2, 7.9, 2017, 2018LCK春季升降级赛
3, BBQ, 5.7, 8.3, 5.2, 1792, 77.8%, 41:31, 78776, 1897, 34.87, 2.8, 71.4%, 0.9, 53.3%, 4.34, 1.63, 42.0%, 8.3, 4.3, 2017, 2018LCK春季升降级赛
1, CLG, 3.7, 13.1, 12.5, 1933, 75.0%, 36:0, 64641, 1795, 30.39, 2.0, 53.3%, 1.0, 61.5%, 3.39, 1.34, 36.9%, 7.0, 5.8, 2017, 2017LCSNAS7资格赛
2, C9, 5.1, 14.8, 10.8, 2404, 0.0%, 40:8, 74540, 1856, 31.42, 2.5, 58.8%, 1.0, 50.0%, 3.65, 1.48, 42.5%, 7.2, 6.2, 2017, 2017LCSNAS7资格赛
3, DIG, 1.3, 7.0, 14.3, 1661, 33.3%, 31:8, 51193, 1643, 31.13, 0.3, 12.5%, 0.0, 0.0%, 3.92, 1.21, 34.7%, 2.7, 9.0, 2017, 2017LCSNAS7资格赛
1, FNC, 7.9, 10.0, 4.7, 2044, 66.7%, 32:36, 60932, 1869, 33.09, 2.0, 75.0%, 1.0, 75.0%, 3.77, 1.37, 39.3%, 7.3, 3.7, 2017, 2017LCSEUS7资格赛
2, H2K, 3.7, 13.3, 12.6, 2093, 63.6%, 33:57, 62223, 1832, 30.49, 1.2, 54.2%, 0.9, 58.8%, 3.56, 1.31, 37.6%, 7.3, 5.3, 2017, 2017LCSEUS7资格赛
3, UOL, 3.0, 13.2, 14.6, 2144, 20.0%, 32:58, 58084, 1761, 29.90, 1.0, 62.5%, 0.6, 42.9%, 3.22, 1.10, 30.8%, 5.4, 7.4, 2017, 2017LCSEUS7资格赛
1, OMG, 3.7, 19.2, 15.8, 2166, 50.0%, 28:25, 49839, 1753, 26.44, 1.5, 85.7%, 0.5, 50.0%, 2.59, 0.73, 26.3%, 5.5, 5.0, 2017, NEST2017全国电子竞技大赛
2, RYL, 1.0, 8.0, 21.5, 1618, 50.0%, 28:51, 44067, 1527, 26.04, 0.5, 20.0%, 0.5, 33.3%, 2.37, 0.75, 25.6%, 1.5, 8.5, 2017, NEST2017全国电子竞技大赛
3, EDG, 3.0, 11.8, 13.0, 2091, 60.0%, 29:30, 53552, 1814, 30.96, 1.2, 54.5%, 0.4, 33.3%, 3.25, 1.02, 31.5%, 5.4, 6.4, 2017, NEST2017全国电子竞技大赛
4, IG, 8.0, 20.3, 7.8, 2499, 66.7%, 27:33, 55467, 2012, 29.44, 1.7, 93.8%, 1.0, 90.0%, 3.12, 0.91, 31.4%, 10.0, 1.4, 2017, NEST2017全国电子竞技大赛
5, LGD, 4.0, 15.0, 12.8, 2301, 38.5%, 32:54, 59627, 1812, 29.21, 1.8, 67.6%, 0.6, 44.4%, 3.37, 1.26, 36.9%, 7.2, 6.2, 2017, NEST2017全国电子竞技大赛
6, SS, 2.9, 11.0, 12.5, 1967, 27.3%, 33:15, 58346, 1753, 31.09, 1.3, 46.7%, 0.7, 53.3%, 3.74, 1.30, 38.0%, 6.0, 6.3, 2017, NEST2017全国电子竞技大赛
7, NB, 2.3, 12.5, 20.0, 2897, 50.0%, 40:11, 70536, 1755, 29.90, 1.0, 25.0%, 0.5, 20.0%, 2.96, 1.09, 33.0%, 5.0, 10.5, 2017, NEST2017全国电子竞技大赛
8, WE, 2.5, 9.7, 13.3, 1862, 66.7%, 30:39, 52658, 1718, 29.78, 1.0, 33.3%, 0.7, 50.0%, 3.41, 1.22, 34.1%, 3.0, 7.7, 2017, NEST2017全国电子竞技大赛
9, SDG, 4.1, 11.4, 9.8, 1816, 60.0%, 32:1, 56338, 1758, 31.22, 1.0, 33.3%, 0.6, 42.9%, 3.06, 1.11, 38.5%, 5.6, 4.8, 2017, NEST2017全国电子竞技大赛
10, OMD, 1.3, 10.0, 24.5, 2036, 100.0%, 28:37, 48036, 1678, 30.76, 0.5, 14.3%, 0.0, 0.0%, 3.39, 1.31, 34.6%, 2.5, 9.5, 2017, NEST2017全国电子竞技大赛
11, GT, 3.9, 12.4, 10.6, 1862, 60.0%, 32:11, 61549, 1911, 32.24, 1.6, 66.7%, 1.0, 71.4%, 3.22, 1.19, 35.9%, 7.2, 4.6, 2017, NEST2017全国电子竞技大赛
12, IM, 2.2, 13.3, 22.0, 2307, 33.3%, 26:32, 45959, 1731, 27.60, 0.0, 0.0%, 0.3, 33.3%, 3.03, 1.07, 35.7%, 3.3, 7.3, 2017, NEST2017全国电子竞技大赛
13, LD, 0.4, 3.0, 22.0, 1843, 100.0%, 29:0, 44822, 1545, 28.38, 1.0, 50.0%, 0.0, 0.0%, 3.21, 0.66, 22.4%, 1.0, 11.0, 2017, NEST2017全国电子竞技大赛
14, JDG, 3.4, 14.9, 14.5, 2187, 69.2%, 31:26, 57069, 1815, 27.97, 1.0, 39.4%, 1.0, 65.0%, 3.22, 0.98, 29.0%, 6.7, 6.4, 2017, NEST2017全国电子竞技大赛
15, DAN, 3.5, 10.8, 9.6, 2008, 60.0%, 33:44, 60372, 1789, 30.60, 1.2, 42.9%, 0.6, 42.9%, 3.30, 1.31, 34.0%, 6.0, 5.6, 2017, NEST2017全国电子竞技大赛
16, SNG, 2.9, 15.0, 16.3, 2431, 33.3%, 35:15, 66189, 1877, 31.41, 1.0, 27.3%, 1.0, 60.0%, 3.35, 1.28, 39.6%, 7.0, 7.7, 2017, NEST2017全国电子竞技大赛
17, JDM, 3.3, 10.4, 10.2, 1670, 60.0%, 30:22, 54811, 1804, 32.17, 1.4, 50.0%, 0.8, 57.1%, 3.79, 1.28, 36.5%, 5.6, 5.4, 2017, NEST2017全国电子竞技大赛
18, TF, 1.5, 11.0, 20.5, 1741, 0.0%, 37:52, 62083, 1639, 29.27, 0.5, 16.7%, 0.0, 0.0%, 3.54, 1.25, 38.5%, 3.0, 11.0, 2017, NEST2017全国电子竞技大赛
19, TH, 2.6, 10.4, 12.2, 1744, 20.0%, 30:48, 53465, 1735, 30.04, 2.0, 76.9%, 0.6, 50.0%, 3.04, 1.21, 40.0%, 5.0, 6.2, 2017, NEST2017全国电子竞技大赛
1, OMG, 1.9, 13.0, 20.7, 1878, 33.3%, 34:6, 59559, 1746, 29.60, 1.3, 36.4%, 0.7, 40.0%, 3.57, 1.14, 33.4%, 4.0, 9.7, 2017, 2017LPLS7资格赛
2, IG, 4.0, 14.2, 12.2, 2216, 25.0%, 32:51, 60302, 1835, 30.69, 1.6, 48.1%, 0.8, 54.5%, 3.28, 1.19, 35.5%, 7.2, 5.8, 2017, 2017LPLS7资格赛
1, KT, 2.9, 9.7, 12.7, 2658, 33.3%, 51:9, 90125, 1761, 33.05, 2.3, 50.0%, 0.7, 22.2%, 4.29, 1.51, 41.4%, 5.7, 9.0, 2017, 2017LCKS7资格赛
2, GEN, 3.9, 9.8, 8.9, 2062, 25.0%, 41:3, 77308, 1883, 33.21, 1.8, 43.8%, 1.4, 68.8%, 3.63, 1.77, 42.6%, 8.4, 5.2, 2017, 2017LCKS7资格赛
3, AFs, 4.3, 9.2, 7.5, 1963, 80.0%, 32:49, 60269, 1835, 33.60, 1.8, 56.2%, 0.5, 41.7%, 3.84, 1.47, 42.1%, 5.6, 6.1, 2017, 2017LCKS7资格赛
1, HKA, 6.9, 14.3, 8.0, 2469, 71.4%, 40:20, 77007, 1909, 32.86, 2.9, 69.0%, 1.3, 75.0%, 3.73, 1.81, 45.1%, 9.0, 4.3, 2017, 2017LMSS7资格赛
2, M17, 4.5, 15.8, 12.0, 2284, 0.0%, 37:29, 69319, 1849, 32.15, 1.6, 44.4%, 0.4, 28.6%, 3.57, 1.51, 37.1%, 6.2, 5.6, 2017, 2017LMSS7资格赛
3, JT, 1.9, 6.8, 14.5, 2306, 0.0%, 41:17, 70233, 1701, 31.86, 1.0, 23.5%, 0.5, 28.6%, 3.93, 1.31, 34.7%, 4.8, 8.5, 2017, 2017LMSS7资格赛
1, NIP, 4.7, 9.3, 7.1, 1763, 42.9%, 31:43, 57012, 1797, 31.95, 1.6, 55.0%, 0.7, 55.6%, 3.48, 1.12, 34.4%, 5.4, 5.4, 2017, 2018EULCS春季升降级赛
2, GIA, 4.2, 8.8, 7.4, 1787, 44.4%, 29:54, 55121, 1842, 32.39, 1.4, 54.2%, 0.8, 70.0%, 3.14, 1.34, 36.9%, 7.2, 4.7, 2017, 2018EULCS春季升降级赛
3, S04, 2.9, 8.8, 10.0, 1842, 40.0%, 32:16, 57682, 1787, 32.95, 1.6, 53.3%, 0.8, 53.3%, 3.86, 1.28, 36.4%, 5.9, 6.4, 2017, 2018EULCS春季升降级赛
1, C9, 3.5, 12.5, 11.8, 1916, 33.3%, 35:18, 63848, 1808, 31.91, 2.0, 54.5%, 1.0, 60.0%, 3.61, 1.19, 35.2%, 6.8, 6.8, 2017, 2017欧美对抗赛
2, P1, 6.6, 16.8, 9.0, 2048, 50.0%, 36:9, 68022, 1880, 31.19, 3.0, 85.7%, 1.3, 66.7%, 3.96, 1.28, 36.1%, 8.0, 5.3, 2017, 2017欧美对抗赛
3, FNC, 2.2, 9.5, 14.8, 1548, 50.0%, 33:15, 57186, 1719, 32.28, 0.3, 10.0%, 0.5, 30.0%, 3.77, 1.10, 29.4%, 4.7, 8.3, 2017, 2017欧美对抗赛
4, UOL, 2.3, 10.8, 16.0, 1966, 55.6%, 32:9, 54047, 1681, 29.33, 0.4, 14.3%, 0.3, 25.0%, 2.97, 0.93, 25.9%, 4.9, 7.8, 2017, 2017欧美对抗赛
5, G2, 1.8, 9.8, 17.3, 2312, 66.7%, 42:2, 72127, 1715, 31.67, 2.7, 57.1%, 0.7, 28.6%, 3.56, 1.39, 35.3%, 5.3, 9.0, 2017, 2017欧美对抗赛
1, OMG, 1.7, 9.0, 18.2, 1747, 50.0%, 37:55, 66996, 1766, 32.79, 2.0, 50.0%, 1.0, 44.4%, 3.78, 1.36, 35.1%, 4.8, 9.0, 2017, 2017亚洲对抗赛
2, SKT, 4.7, 13.3, 9.3, 2242, 33.3%, 27:26, 51277, 1868, 31.20, 2.0, 75.0%, 0.3, 50.0%, 3.28, 0.83, 24.7%, 7.0, 4.3, 2017, 2017亚洲对抗赛
3, EDG, 3.1, 13.2, 15.5, 2212, 50.0%, 42:25, 73183, 1725, 29.30, 2.2, 56.2%, 1.0, 50.0%, 3.96, 1.33, 35.1%, 5.5, 8.0, 2017, 2017亚洲对抗赛
4, AHQ, 5.0, 17.7, 12.7, 2310, 66.7%, 45:5, 83528, 1852, 31.98, 2.3, 50.0%, 1.7, 55.6%, 3.76, 1.66, 39.1%, 7.3, 6.3, 2017, 2017亚洲对抗赛
5, KT, 4.7, 15.3, 11.7, 2002, 33.3%, 37:54, 70186, 1851, 32.59, 2.3, 58.3%, 0.7, 40.0%, 4.27, 1.51, 40.4%, 8.0, 5.3, 2017, 2017亚洲对抗赛
6, GEN, 2.9, 11.0, 13.3, 2461, 0.0%, 43:11, 80177, 1856, 35.13, 2.0, 46.2%, 1.0, 50.0%, 3.82, 1.93, 47.4%, 8.0, 5.7, 2017, 2017亚洲对抗赛
7, RNG, 4.1, 14.0, 11.5, 2050, 50.0%, 39:48, 72923, 1831, 31.65, 2.2, 52.9%, 1.0, 57.1%, 3.75, 1.66, 43.0%, 7.8, 5.2, 2017, 2017亚洲对抗赛
8, FW, 3.9, 12.5, 11.0, 1962, 75.0%, 34:9, 61934, 1812, 32.28, 1.0, 33.3%, 1.0, 66.7%, 4.11, 1.54, 42.9%, 6.0, 5.8, 2017, 2017亚洲对抗赛
9, M17, 2.5, 10.7, 14.3, 1677, 33.3%, 36:16, 61498, 1695, 30.86, 0.7, 18.2%, 0.3, 20.0%, 3.94, 1.18, 32.6%, 5.7, 7.7, 2017, 2017亚洲对抗赛
10, WE, 3.9, 13.4, 12.4, 2107, 60.0%, 35:22, 65137, 1841, 31.62, 2.0, 58.8%, 1.0, 62.5%, 3.50, 1.54, 38.6%, 6.8, 5.4, 2017, 2017亚洲对抗赛
11, MVP, 4.2, 13.0, 10.7, 1682, 66.7%, 44:43, 81038, 1812, 33.31, 2.7, 53.3%, 1.3, 50.0%, 3.68, 1.69, 42.5%, 5.3, 8.3, 2017, 2017亚洲对抗赛
1, OMG, 3.6, 11.7, 11.2, 1892, 39.5%, 34:42, 62328, 1796, 31.04, 1.8, 54.2%, 0.7, 48.4%, 3.49, 1.29, 35.6%, 6.4, 5.9, 2017, 2017LPL夏季赛
2, EDG, 5.0, 13.9, 9.8, 1993, 54.5%, 33:46, 62585, 1852, 30.86, 2.0, 59.6%, 0.9, 58.5%, 3.88, 1.43, 38.3%, 7.6, 4.9, 2017, 2017LPL夏季赛
3, IG, 3.8, 13.2, 12.0, 2143, 45.5%, 33:54, 62145, 1832, 32.02, 1.6, 51.4%, 0.8, 56.8%, 3.60, 1.35, 37.4%, 6.7, 5.3, 2017, 2017LPL夏季赛
4, LGD, 2.9, 11.9, 14.0, 1967, 46.2%, 36:4, 63547, 1761, 30.56, 1.9, 53.6%, 0.7, 44.4%, 3.71, 1.52, 40.0%, 5.8, 6.7, 2017, 2017LPL夏季赛
5, SS, 3.5, 11.5, 12.2, 1963, 47.6%, 36:12, 64465, 1780, 31.56, 1.5, 43.1%, 0.8, 48.6%, 3.98, 1.56, 41.0%, 5.9, 7.3, 2017, 2017LPL夏季赛
6, NB, 3.6, 13.4, 13.5, 2003, 55.6%, 35:33, 63500, 1785, 30.91, 1.5, 44.4%, 0.6, 42.6%, 3.57, 1.29, 35.7%, 6.0, 6.4, 2017, 2017LPL夏季赛
7, RNG, 4.7, 13.4, 10.2, 2040, 70.8%, 37:14, 67990, 1825, 31.72, 2.4, 60.2%, 1.0, 60.0%, 3.79, 1.46, 38.8%, 7.3, 5.0, 2017, 2017LPL夏季赛
8, WE, 4.2, 12.9, 11.0, 1957, 54.7%, 34:13, 62120, 1814, 31.24, 1.6, 51.8%, 0.8, 52.4%, 3.52, 1.46, 39.5%, 6.8, 5.5, 2017, 2017LPL夏季赛
9, IM, 2.5, 9.4, 13.7, 1974, 31.6%, 36:5, 62633, 1735, 32.19, 1.4, 38.7%, 0.6, 41.4%, 3.54, 1.50, 40.8%, 4.6, 7.6, 2017, 2017LPL夏季赛
10, JDG, 3.0, 11.2, 13.7, 1857, 57.9%, 33:40, 59087, 1755, 31.27, 1.6, 49.2%, 0.7, 44.8%, 3.58, 1.30, 35.4%, 5.3, 6.6, 2017, 2017LPL夏季赛
11, DAN, 2.6, 10.0, 14.2, 1928, 42.1%, 35:43, 61887, 1731, 30.72, 1.6, 44.9%, 0.9, 53.1%, 3.91, 1.39, 37.4%, 5.2, 7.4, 2017, 2017LPL夏季赛
1, RYL, 2.8, 11.9, 14.1, 1855, 54.5%, 34:37, 60872, 1758, 31.54, 1.3, 41.1%, 0.6, 40.2%, 3.53, 1.37, 38.0%, 5.5, 7.3, 2017, 2017LSPL夏季赛
2, VG, 4.9, 14.7, 10.4, 2083, 53.3%, 36:24, 68858, 1891, 32.88, 2.3, 62.1%, 1.2, 70.0%, 3.60, 1.49, 40.9%, 8.0, 4.9, 2017, 2017LSPL夏季赛
3, SDG, 3.9, 14.5, 12.8, 2128, 46.2%, 35:50, 66451, 1853, 31.43, 1.5, 45.2%, 1.0, 61.4%, 3.80, 1.41, 39.7%, 7.6, 5.4, 2017, 2017LSPL夏季赛
4, OMD, 2.5, 12.8, 16.8, 2109, 42.3%, 32:40, 58276, 1783, 30.14, 1.3, 42.9%, 0.6, 39.7%, 3.70, 1.16, 32.7%, 5.9, 6.9, 2017, 2017LSPL夏季赛
5, GT, 5.3, 13.5, 8.8, 1948, 54.2%, 34:56, 64415, 1843, 31.45, 1.9, 56.9%, 0.8, 60.2%, 3.68, 1.56, 42.3%, 7.7, 4.7, 2017, 2017LSPL夏季赛
6, YM, 4.8, 13.7, 9.6, 2084, 53.3%, 34:31, 64832, 1877, 32.76, 2.2, 66.2%, 0.9, 59.1%, 3.73, 1.47, 40.6%, 7.6, 4.8, 2017, 2017LSPL夏季赛
7, LD, 4.0, 14.4, 12.1, 2246, 45.0%, 34:22, 63486, 1846, 31.10, 1.9, 56.9%, 1.0, 61.7%, 3.47, 1.25, 35.3%, 7.1, 5.3, 2017, 2017LSPL夏季赛
8, Tyloo, 3.3, 12.1, 12.5, 1974, 52.8%, 35:2, 62730, 1790, 32.16, 1.6, 48.1%, 0.6, 39.2%, 3.38, 1.36, 37.7%, 6.3, 7.0, 2017, 2017LSPL夏季赛
9, JDM, 2.0, 8.8, 14.4, 1702, 52.9%, 32:56, 54457, 1652, 30.35, 1.2, 37.3%, 0.4, 31.0%, 3.63, 1.17, 33.8%, 3.7, 8.4, 2017, 2017LSPL夏季赛
10, TF, 3.0, 12.8, 14.5, 2021, 51.0%, 34:40, 59813, 1724, 30.74, 1.2, 37.8%, 0.6, 39.5%, 3.60, 1.23, 34.9%, 4.6, 7.5, 2017, 2017LSPL夏季赛
11, TH, 2.7, 11.7, 14.6, 1994, 41.5%, 36:35, 65612, 1793, 31.85, 1.6, 43.9%, 0.6, 36.4%, 3.56, 1.48, 40.5%, 6.0, 7.1, 2017, 2017LSPL夏季赛
1, CLG, 4.1, 14.9, 12.4, 2071, 57.1%, 35:13, 63496, 1802, 29.87, 1.7, 48.5%, 0.7, 48.8%, 3.68, 1.30, 35.6%, 6.9, 5.6, 2017, 2017LCS北美夏季赛
2, C9, 4.7, 14.0, 10.8, 2005, 42.9%, 34:34, 63628, 1840, 31.28, 1.8, 51.7%, 0.9, 53.8%, 3.63, 1.27, 34.8%, 7.6, 5.4, 2017, 2017LCS北美夏季赛
3, P1, 2.9, 11.0, 13.2, 1825, 50.0%, 34:59, 59936, 1712, 30.12, 1.3, 38.6%, 0.7, 47.6%, 3.69, 1.35, 36.8%, 4.9, 7.1, 2017, 2017LCS北美夏季赛
4, TL, 3.0, 10.8, 12.2, 1845, 61.9%, 35:20, 60452, 1710, 30.61, 1.3, 38.9%, 0.5, 33.3%, 3.86, 1.21, 33.6%, 5.3, 7.9, 2017, 2017LCS北美夏季赛
5, TSM, 4.5, 14.3, 11.5, 2232, 44.9%, 35:59, 66924, 1859, 31.38, 2.5, 64.2%, 1.0, 60.3%, 3.66, 1.36, 36.7%, 8.3, 5.1, 2017, 2017LCS北美夏季赛
6, DIG, 3.3, 11.1, 12.2, 1878, 37.1%, 34:30, 61188, 1772, 30.44, 1.9, 53.0%, 0.8, 54.3%, 3.60, 1.29, 35.3%, 6.3, 6.2, 2017, 2017LCS北美夏季赛
7, IMT, 4.0, 14.6, 12.4, 2158, 59.6%, 34:51, 64732, 1857, 31.26, 2.0, 59.0%, 0.9, 60.3%, 3.75, 1.39, 38.4%, 7.3, 5.1, 2017, 2017LCS北美夏季赛
8, FOX, 2.4, 9.9, 13.0, 1951, 59.5%, 35:19, 61245, 1733, 30.98, 1.6, 45.6%, 0.7, 43.3%, 3.51, 1.16, 32.3%, 5.6, 7.5, 2017, 2017LCS北美夏季赛
9, NV, 3.4, 11.1, 11.4, 1886, 50.0%, 37:22, 67140, 1796, 32.90, 1.8, 51.3%, 0.7, 45.0%, 3.76, 1.71, 45.1%, 5.7, 6.6, 2017, 2017LCS北美夏季赛
1, AHQ, 3.7, 11.5, 10.3, 1856, 53.7%, 32:47, 60689, 1850, 33.24, 1.8, 56.9%, 0.9, 65.5%, 3.48, 1.57, 39.9%, 6.4, 4.4, 2017, 2017LMS港澳台夏季赛
2, HKA, 3.2, 10.2, 10.8, 1885, 45.5%, 36:5, 63907, 1770, 31.63, 1.8, 53.2%, 0.9, 51.8%, 4.00, 1.57, 39.8%, 6.2, 6.2, 2017, 2017LMS港澳台夏季赛
3, FW, 5.1, 12.5, 8.3, 2009, 60.6%, 33:39, 63101, 1874, 32.36, 2.2, 71.0%, 0.9, 60.4%, 3.80, 1.40, 36.2%, 8.3, 3.8, 2017, 2017LMS港澳台夏季赛
4, M17, 3.0, 11.0, 12.7, 1829, 51.5%, 36:24, 63740, 1750, 31.62, 1.3, 40.2%, 0.7, 43.4%, 3.56, 1.51, 37.9%, 5.6, 6.9, 2017, 2017LMS港澳台夏季赛
5, JT, 3.9, 13.0, 11.2, 2048, 58.3%, 36:21, 65800, 1810, 31.77, 1.7, 52.2%, 0.9, 55.2%, 3.90, 1.31, 34.9%, 6.7, 5.3, 2017, 2017LMS港澳台夏季赛
6, FB, 1.8, 7.0, 13.6, 1525, 43.3%, 33:15, 53623, 1612, 31.15, 1.0, 32.2%, 0.2, 17.1%, 3.73, 1.28, 33.4%, 2.6, 9.4, 2017, 2017LMS港澳台夏季赛
7, Spider, 3.1, 10.5, 11.2, 1889, 45.5%, 37:9, 65099, 1752, 31.80, 1.4, 44.2%, 0.8, 44.6%, 4.46, 1.53, 38.1%, 5.6, 7.1, 2017, 2017LMS港澳台夏季赛
1, FNC, 5.6, 14.4, 8.9, 2061, 65.8%, 36:52, 69626, 1887, 32.67, 2.2, 62.4%, 1.1, 58.8%, 3.78, 1.30, 35.5%, 8.3, 5.1, 2017, 2017LCS欧洲夏季赛
2, NIP, 2.2, 9.2, 14.2, 1646, 65.5%, 35:44, 60313, 1687, 31.08, 1.2, 35.8%, 0.5, 30.6%, 3.70, 1.09, 29.8%, 4.8, 8.7, 2017, 2017LCS欧洲夏季赛
